date,price_usd,active_addresses,tx_count,hash_rate,supply_current,fee_usd,difficulty,miner_revenue_usd,estimated_transaction_volume_usd
2015-06-12,229.811218510228,296611.0,125402.0,335928.179909096,14266589.76834858,4598.951601325,47589591153.625,943621.951601325,55260658.588753
2015-06-13,233.015344535359,282673.0,105230.0,376144.933841875,14270564.76834857,4529.322809312,47589591153.625,1135309.32280931,46035428.6446117
2015-06-14,232.507108708358,292633.0,105380.0,361934.276712658,14274264.76834857,4008.833002745,49692386354.8938,1011033.83300274,46613584.2672207
2015-06-15,236.7909628872,318865.0,128569.0,355711.957090776,14277864.76834857,5418.5689840716,49692386354.8938,1026526.56898407,62701864.9621791
2015-06-16,251.432676797195,276646.0,120372.0,291486.187060497,14280814.76834857,5251.63510904,49692386354.8938,866651.63510904,85269341.7885155
2015-06-17,247.969317650497,322275.0,132006.0,390295.064030157,14284764.76802097,6732.6309039354,49692386354.8938,1156640.63090393,102860756.081282
2015-06-18,249.012479544126,287336.0,125830.0,385354.620181674,14288664.76802095,7373.6491213945,49692386354.8938,1133271.14912139,76610032.6697331
2015-06-19,244.803484219755,291461.0,126014.0,363122.6228635,14292339.76801545,7323.6423264578,49692386354.8938,1043809.14232646,119674984.776515
2015-06-20,245.582513150205,259541.0,100545.0,331009.737848361,14295689.76801544,3934.1212576455,49692386354.8938,893986.621257645,45009612.4808706
2015-06-21,244.300260081824,279335.0,96769.0,306307.518605946,14298789.76785584,3647.23668661,49692386354.8938,835797.23668661,37066509.1952775
2015-06-22,247.017892460549,264629.0,118897.0,377943.954408949,14302614.76763204,8334.5908272615,49692386354.8938,1122575.84082726,56260052.2847182
2015-06-23,244.184763296318,303390.0,126676.0,345831.06939381,14306114.76733197,4900.5535392044,49692386354.8938,1016657.5535392,55553592.9468954
2015-06-24,240.451545295149,267900.0,113349.0,385354.620181674,14310014.76733194,4201.365944859,49692386354.8938,1077185.36594486,58115552.6953232
2015-06-25,242.347857685564,227584.0,109193.0,375473.732484708,14313814.76733189,4408.217341338,49692386354.8938,1073298.21734134,53328915.3851991
2015-06-26,242.967997369959,294363.0,117718.0,380414.176333191,14317664.7673306,4664.9937943968,49692386354.8938,1094024.9937944,62482074.0303431
2015-06-27,251.529326709527,290296.0,103789.0,318658.628227153,14320889.76733058,4243.0585801366,49692386354.8938,860747.558580137,42521539.4737508
2015-06-28,249.058285797779,275010.0,100641.0,346814.543816443,14324414.76733054,4283.7793678937,49692386354.8938,1065646.02936789,40412398.5185862
2015-06-29,256.65022238457,290419.0,124779.0,343810.247546963,14327914.76733051,4964.94041141,49402014931.2275,999244.94041141,70403431.6460673
2015-06-30,263.854356864991,312364.0,155748.0,356089.184959355,14331539.76733049,7919.3811912975,49402014931.2275,987310.631191298,81344427.4907999
2015-07-01,258.042647574518,308546.0,142709.0,331531.310134572,14334914.76733042,5813.2012497566,49402014931.2275,930878.951249757,65896769.8642654
2015-07-02,254.747113383986,317013.0,142954.0,378191.27230166,14338764.76691191,6726.4188723586,49402014931.2275,1128069.41887236,74021939.3829363
2015-07-03,256.087042833431,300150.0,129344.0,395381.784679008,14342789.7668119,6334.8793356312,49402014931.2275,1209697.87933563,63706885.8204479
2015-07-04,260.50923962595,271740.0,103718.0,373279.697336703,14346589.76681171,4813.7800588228,49402014931.2275,1054905.78005882,41138598.038809
2015-07-05,271.302458211572,307522.0,114726.0,348721.82251192,14350139.76680168,6162.272445287,49402014931.2275,1099548.27244529,84265970.246596
2015-07-06,269.137940093513,352954.0,180882.0,444497.534328574,14354664.76680159,10635.9514811886,49402014931.2275,1414820.45148119,97028677.2783973
2015-07-07,266.469919053185,321011.0,190910.0,329075.522652093,14358014.76680146,13438.9290909651,49402014931.2275,1060705.92909097,94986257.2284984
2015-07-08,270.576142898889,317005.0,195582.0,395381.784679008,14362039.76680146,14482.1752532739,49402014931.2275,1177488.42525327,73188126.0188642
2015-07-09,269.680304792519,333362.0,194989.0,326619.735169615,14365364.76680142,11156.8532082605,49402014931.2275,950484.103208261,68666224.1139977
2015-07-10,285.558780829924,319210.0,190131.0,378191.27230166,14369214.76675142,11767.49904509,49402014931.2275,1249167.49904509,121962200.389398
2015-07-11,293.917453828171,321077.0,186958.0,365703.823777367,14372914.76669132,11603.0037640396,49402014931.2275,1179775.00376404,66906355.1911232
2015-07-12,311.481879894798,313443.0,208628.0,342767.691987456,14376289.76669132,14062.9933788728,51076366303.4819,1187913.99337887,81531673.5924484
2015-07-13,292.649223845704,299508.0,158460.0,375774.951215878,14379989.76669129,10782.0823447055,51076366303.4819,1315092.08234471,80289251.5215968
